datetime,cgi,rat_name,bytes_down,ms_down,bytes_up,ms_up,app,ip,msisdn,lat,lon
2020-05-23 00:00:00+01:00,214033210989626,GERAN,206,200.16951829376595,29,28.179204031646663,Youtube,140.3.140.69,34301360011,40.442301,-3.606569
2020-05-23 00:00:00+01:00,214006059497383,UTRAN,587,0.07129354236683307,2728,0.33177991422402886,Google,149.194.248.106,34412514682,40.47721,-3.670898
2020-05-23 00:00:00+01:00,214010550288755,UTRAN,109,0.11185089386467527,6187,3.9340855004484006,Google,73.2.22.39,34252372377,40.304794,-3.655113
2020-05-23 00:00:00+01:00,214042709518667,UTRAN,1068,0.0432489599962103,227,0.009354409886820767,Generic,103.50.108.28,34384774332,40.453304,-3.684877
2020-05-23 00:00:00+01:00,214098659432965,UTRAN,184,0.044157542771245784,896,0.22569410749747842,Youtube,5.86.240.56,34171366534,40.458008,-3.697006
2020-05-23 00:00:00+01:00,214029026943742,EUTRAN,43,2.6772069632636077E-4,79,4.7594790458019694E-4,DNS,149.13.24.46,34416839488,40.40023,-3.74642
2020-05-23 00:00:00+01:00,214050009727482,UTRAN,38,1.375973380661949,819,17.036723042143343,GooglePlay,125.82.221.51,34390605489,40.441577,-3.636794
2020-05-23 00:00:00+01:00,214049076346746,GERAN,125,0.13066328212719644,127,0.12319680886278522,Youtube,101.197.158.214,34588868203,40.441609,-3.713675
2020-05-23 00:00:00+01:00,214066291056974,GERAN,195,0.35651398299438414,1497,2.8390287820103253,Google,97.15.149.158,34308741858,40.338477,-3.730909
2020-05-23 00:00:00+01:00,214066740085063,GERAN,20,0.5319138948774208,879,26.72335407864162,DNS,184.24.62.185,34334519362,40.389368,-3.708012
2020-05-23 00:00:00+01:00,214001928759421,GERAN,32654,75.63466703835256,5,0.010625234187226421,Youtube,220.150.246.42,34599774054,40.30132,-3.727903
2020-05-23 00:00:00+01:00,214082001656361,GERAN,78,0.04339016111811887,194,0.10929926661399564,Youtube,208.10.39.239,34166665637,40.48598,-3.705567
2020-05-23 00:00:00+01:00,214003979510559,EUTRAN,307,2.7508363652056886E-4,513,4.5521905011307047E-4,AccuWeather,64.57.8.206,34225479542,40.366761,-3.703889
2020-05-23 00:00:00+01:00,214022631344849,GERAN,4,0.0019560182404289614,7232,3.5716893070232834,Facebook,190.169.4.77,34291689184,40.517645,-3.669745
2020-05-23 00:00:00+01:00,214069289731177,EUTRAN,177,0.0366521801733379,923,0.11078483837703829,XMPP,54.204.92.246,34226740265,40.571812,-3.678133
2020-05-23 00:00:00+01:00,214074533680254,GERAN,3144,563.5013052762408,2220,397.89214303856704,XMPP,39.11.243.157,34486410808,40.444448,-3.645608
2020-05-23 00:00:00+01:00,214094991963432,UTRAN,3,13.115347620759904,1851,8092.1694820088605,Youtube,245.58.92.95,34291843430,40.56492,-3.588255
2020-05-23 00:00:00+01:00,214060813870816,GERAN,434,0.6338731950046441,973,1.3925357438357058,DNS,215.183.147.233,34562281256,40.305962,-3.669828
2020-05-23 00:00:00+01:00,214011408119898,UTRAN,72,0.002598852075942457,1267,0.04663495669607853,Youtube,43.136.146.245,34409910750,40.430525,-3.715917
2020-05-23 00:00:00+01:00,214046540386737,GERAN,1336,0.22667968670915345,2556,0.43791936481760857,GoogleDrive,92.91.213.132,34356821930,40.503032,-3.706509
2020-05-23 00:00:00+01:00,214043404867936,GERAN,3181,11.630670450229333,519,2.0218252399390058,Google,242.101.108.222,34569092100,40.250731,-3.727521
2020-05-23 00:00:00+01:00,214077351677279,UTRAN,692,0.34334476953515874,3893,2.233562459641848,Youtube,163.74.146.200,34188924811,40.328432,-3.73307
2020-05-23 00:00:00+01:00,214097152352937,GERAN,4038,0.7098126769054005,1068,0.1877364880968221,APNS,3.94.89.187,34541568655,40.42141,-3.69943
2020-05-23 00:00:00+01:00,214099533291851,EUTRAN,2,4.4976541275228653E-4,38,0.011394057123057926,GoogleAPIs,36.197.139.40,34213316188,40.441755,-3.74641
